# tijd (s), versnelling (m/s^2)
2.896206752813672125e+00,3.466983559757843558e-01
2.901208837015423203e+00,3.467240463497268665e-01
2.906210921217173837e+00,3.467492315054492846e-01
2.911213005418924471e+00,3.467739213068948834e-01
2.916215089620675105e+00,3.467981254282176962e-01
2.921217173822425739e+00,3.468218533573249607e-01
2.926219258024176817e+00,3.468451143993571684e-01
2.931221342225927451e+00,3.468679176801077735e-01
2.936223426427678085e+00,3.468902721493826169e-01
2.941225510629428719e+00,3.469121865843000085e-01
2.946227594831179797e+00,3.469336695925334668e-01
2.951229679032930431e+00,3.469547296154961713e-01
2.956231763234681065e+00,3.469753749314694047e-01
2.961233847436431699e+00,3.469956136586755391e-01
2.966235931638182333e+00,3.470154537582958998e-01
2.971238015839933411e+00,3.470349030374350052e-01
2.976240100041684045e+00,3.470539691520317938e-01
2.981242184243434679e+00,3.470726596097182814e-01
2.986244268445185313e+00,3.470909817726276492e-01
2.991246352646935946e+00,3.471089428601503712e-01
2.996248436848687025e+00,3.471265499516422159e-01
3.001250521050437658e+00,3.471438099890818973e-01
3.006252605252188292e+00,3.471607297796815983e-01
3.011254689453938926e+00,3.471773159984491430e-01
3.016256773655690004e+00,3.471935751907044287e-01
3.021258857857440638e+00,3.472095137745495608e-01
3.026260942059191272e+00,3.472251380432936907e-01
3.031263026260941906e+00,3.472404541678339451e-01
3.036265110462692540e+00,3.472554681989926673e-01
3.041267194664443618e+00,3.472701860698113596e-01
3.046269278866194252e+00,3.472846135978028825e-01
3.051271363067944886e+00,3.472987564871620747e-01
3.056273447269695520e+00,3.473126203309355176e-01
3.061275531471446154e+00,3.473262106131511651e-01
3.066277615673197232e+00,3.473395327109090047e-01
3.071279699874947866e+00,3.473525918964324721e-01
3.076281784076698500e+00,3.473653933390820070e-01
3.081283868278449134e+00,3.473779421073314722e-01
3.086285952480200212e+00,3.473902431707073246e-01
3.091288036681950846e+00,3.474023014016919819e-01
3.096290120883701480e+00,3.474141215775916058e-01
3.101292205085452114e+00,3.474257083823692471e-01
3.106294289287202748e+00,3.474370664084432958e-01
3.111296373488953826e+00,3.474482001584523472e-01
3.116298457690704460e+00,3.474591140469874273e-01
3.121300541892455094e+00,3.474698124022911894e-01
3.126302626094205728e+00,3.474802994679255796e-01
3.131304710295956362e+00,3.474905794044078067e-01
3.136306794497707440e+00,3.475006562908156682e-01
3.141308878699458074e+00,3.475105341263627357e-01
3.146310962901208708e+00,3.475202168319437290e-01
3.151313047102959342e+00,3.475297082516506930e-01
3.156315131304710420e+00,3.475390121542604183e-01
3.161317215506461054e+00,3.475481322346938295e-01
3.166319299708211688e+00,3.475570721154478404e-01
3.171321383909962321e+00,3.475658353479998408e-01
3.176323468111712955e+00,3.475744254141858169e-01
3.181325552313464033e+00,3.475828457275517702e-01
3.186327636515214667e+00,3.475910996346801562e-01
3.191329720716965301e+00,3.475991904164906221e-01
3.196331804918715935e+00,3.476071212895158191e-01
3.201333889120467013e+00,3.476148954071536790e-01
3.206335973322217647e+00,3.476225158608949317e-01
3.211338057523968281e+00,3.476299856815275868e-01
3.216340141725718915e+00,3.476373078403186545e-01
3.221342225927469549e+00,3.476444852501725524e-01
3.226344310129220627e+00,3.476515207667683627e-01
3.231346394330971261e+00,3.476584171896742737e-01
3.236348478532721895e+00,3.476651772634415383e-01
3.241350562734472529e+00,3.476718036786768384e-01
3.246352646936223163e+00,3.476782990730944434e-01
3.251354731137974241e+00,3.476846660325481064e-01
3.256356815339724875e+00,3.476909070920429223e-01
3.261358899541475509e+00,3.476970247367281996e-01
3.266360983743226143e+00,3.477030214028706268e-01
3.271363067944977221e+00,3.477088994788091747e-01
3.276365152146727855e+00,3.477146613058916813e-01
3.281367236348478489e+00,3.477203091793928391e-01
3.286369320550229123e+00,3.477258453494149748e-01
3.291371404751979757e+00,3.477312720217713982e-01
3.296373488953730835e+00,3.477365913588525426e-01
3.301375573155481469e+00,3.477418054804756187e-01
3.306377657357232103e+00,3.477469164647171707e-01
3.311379741558982737e+00,3.477519263487308665e-01
3.316381825760733371e+00,3.477568371295479688e-01
3.321383909962484449e+00,3.477616507648635391e-01
3.326385994164235083e+00,3.477663691738064888e-01
3.331388078365985717e+00,3.477709942376955299e-01
3.336390162567736350e+00,3.477755278007797490e-01
3.341392246769487429e+00,3.477799716709654154e-01
3.346394330971238062e+00,3.477843276205282996e-01
3.351396415172988696e+00,3.477885973868123926e-01
3.356398499374739330e+00,3.477927826729150240e-01
3.361400583576489964e+00,3.477968851483585477e-01
3.366402667778241042e+00,3.478009064497490921e-01
3.371404751979991676e+00,3.478048481814226545e-01
3.376406836181742310e+00,3.478087119160783169e-01
3.381408920383492944e+00,3.478124991953993050e-01
3.386411004585243578e+00,3.478162115306621116e-01
3.391413088786994656e+00,3.478198504033334082e-01
3.396415172988745290e+00,3.478234172656559098e-01
3.401417257190495924e+00,3.478269135412219715e-01
3.406419341392246558e+00,3.478303406255369712e-01
3.411421425593997636e+00,3.478336998865709240e-01
3.416423509795748270e+00,3.478369926653001043e-01
3.421425593997498904e+00,3.478402202762370110e-01
3.426427678199249538e+00,3.478433840079513395e-01
3.431429762401000172e+00,3.478464851235796296e-01
3.436431846602751250e+00,3.478495248613257540e-01
3.441433930804501884e+00,3.478525044349509709e-01
3.446436015006252518e+00,3.478554250342552612e-01
3.451438099208003152e+00,3.478582878255482846e-01
3.456440183409753786e+00,3.478610939521117884e-01
3.461442267611504864e+00,3.478638445346530217e-01
3.466444351813255498e+00,3.478665406717485475e-01
3.471446436015006132e+00,3.478691834402803384e-01
3.476448520216756766e+00,3.478717738958628791e-01
3.481450604418507844e+00,3.478743130732615541e-01
3.486452688620258478e+00,3.478768019868035410e-01
3.491454772822009112e+00,3.478792416307802116e-01
3.496456857023759746e+00,3.478816329798418150e-01
3.501458941225510380e+00,3.478839769893845024e-01
3.506461025427261458e+00,3.478862745959294123e-01
3.511463109629012092e+00,3.478885267174946505e-01
3.516465193830762725e+00,3.478907342539600545e-01
3.521467278032513359e+00,3.478928980874246291e-01
3.526469362234263993e+00,3.478950190825567668e-01
3.531471446436015071e+00,3.478970980869380836e-01
3.536473530637765705e+00,3.478991359314002052e-01
3.541475614839516339e+00,3.479011334303549474e-01
3.546477699041266973e+00,3.479030913821181681e-01
3.551479783243018051e+00,3.479050105692269579e-01
3.556481867444768685e+00,3.479068917587511134e-01
3.561483951646519319e+00,3.479087357025978378e-01
3.566486035848269953e+00,3.479105431378112789e-01
3.571488120050020587e+00,3.479123147868652954e-01
3.576490204251771665e+00,3.479140513579511151e-01
3.581492288453522299e+00,3.479157535452589989e-01
3.586494372655272933e+00,3.479174220292546860e-01
3.591496456857023567e+00,3.479190574769500111e-01
3.596498541058774201e+00,3.479206605421684695e-01
3.601500625260525279e+00,3.479222318658055091e-01
3.606502709462275913e+00,3.479237720760839370e-01
3.611504793664026547e+00,3.479252817888034977e-01
3.616506877865777181e+00,3.479267616075865655e-01
3.621508962067528259e+00,3.479282121241184522e-01
3.626511046269278893e+00,3.479296339183829967e-01
3.631513130471029527e+00,3.479310275588935464e-01
3.636515214672780161e+00,3.479323936029197206e-01
3.641517298874530795e+00,3.479337325967090666e-01
3.646519383076281873e+00,3.479350450757049407e-01
3.651521467278032507e+00,3.479363315647599486e-01
3.656523551479783141e+00,3.479375925783447787e-01
3.661525635681533775e+00,3.479388286207538705e-01
3.666527719883284409e+00,3.479400401863056991e-01
3.671529804085035487e+00,3.479412277595401726e-01
3.676531888286786121e+00,3.479423918154121442e-01
3.681533972488536754e+00,3.479435328194801502e-01
3.686536056690287388e+00,3.479446512280923720e-01
3.691538140892038466e+00,3.479457474885686574e-01
3.696540225093789100e+00,3.479468220393788225e-01
3.701542309295539734e+00,3.479478753103176780e-01
3.706544393497290368e+00,3.479489077226759486e-01
3.711546477699041002e+00,3.479499196894091373e-01
3.716548561900792080e+00,3.479509116153016168e-01
3.721550646102542714e+00,3.479518838971282779e-01
3.726552730304293348e+00,3.479528369238129581e-01
3.731554814506043982e+00,3.479537710765836511e-01
3.736556898707794616e+00,3.479546867291243295e-01
3.741558982909545694e+00,3.479555842477243255e-01
3.746561067111296328e+00,3.479564639914246027e-01
3.751563151313046962e+00,3.479573263121607529e-01
3.756565235514797596e+00,3.479581715549035503e-01
3.761567319716548674e+00,3.479590000577968412e-01
3.766569403918299308e+00,3.479598121522923804e-01
3.771571488120049942e+00,3.479606081632820591e-01
3.776573572321800576e+00,3.479613884092278009e-01
3.781575656523551210e+00,3.479621532022887376e-01
3.786577740725302288e+00,3.479629028484453324e-01
3.791579824927052922e+00,3.479636376476223925e-01
3.796581909128803556e+00,3.479643578938080295e-01
3.801583993330554190e+00,3.479650638751717318e-01
3.806586077532304824e+00,3.479657558741788836e-01
3.811588161734055902e+00,3.479664341677039530e-01
3.816590245935806536e+00,3.479670990271409026e-01
3.821592330137557170e+00,3.479677507185116037e-01
3.826594414339307804e+00,3.479683895025721396e-01
3.831596498541058882e+00,3.479690156349169450e-01
3.836598582742809516e+00,3.479696293660808348e-01
3.841600666944560150e+00,3.479702309416393136e-01
3.846602751146310784e+00,3.479708206023063854e-01
3.851604835348061417e+00,3.479713985840308110e-01
3.856606919549812496e+00,3.479719651180906981e-01
3.861609003751563129e+00,3.479725204311852615e-01
3.866611087953313763e+00,3.479730647455260839e-01
3.871613172155064397e+00,3.479735982789254334e-01
3.876615256356815475e+00,3.479741212448836385e-01
3.881617340558566109e+00,3.479746338526740201e-01
3.886619424760316743e+00,3.479751363074268800e-01
3.891621508962067377e+00,3.479756288102113237e-01
3.896623593163818011e+00,3.479761115581156417e-01
3.901625677365569089e+00,3.479765847443260229e-01
3.906627761567319723e+00,3.479770485582038830e-01
3.911629845769070357e+00,3.479775031853613587e-01
3.916631929970820991e+00,3.479779488077357485e-01
3.921634014172571625e+00,3.479783856036621215e-01
3.926636098374322703e+00,3.479788137479444265e-01
3.931638182576073337e+00,3.479792334119258257e-01
3.936640266777823971e+00,3.479796447635565282e-01
3.941642350979574605e+00,3.479800479674616254e-01
3.946644435181325683e+00,3.479804431850064272e-01
3.951646519383076317e+00,3.479808305743610775e-01
3.956648603584826951e+00,3.479812102905641136e-01
3.961650687786577585e+00,3.479815824855838069e-01
3.966652771988328219e+00,3.479819473083795578e-01
3.971654856190079297e+00,3.479823049049610706e-01
3.976656940391829931e+00,3.479826554184469733e-01
3.981659024593580565e+00,3.479829989891218278e-01
3.986661108795331199e+00,3.479833357544923067e-01
3.991663192997081833e+00,3.479836658493423718e-01
3.996665277198832911e+00,3.479839894057867866e-01
4.001667361400583545e+00,3.479843065533242408e-01
4.006669445602334179e+00,3.479846174188890862e-01
4.011671529804084813e+00,3.479849221269020743e-01
4.016673614005835447e+00,3.479852207993199831e-01
4.021675698207586080e+00,3.479855135556847445e-01
4.026677782409336714e+00,3.479858005131707954e-01
4.031679866611088237e+00,3.479860817866323175e-01
4.036681950812838870e+00,3.479863574886488675e-01
4.041684035014589504e+00,3.479866277295707855e-01
4.046686119216340138e+00,3.479868926175628818e-01
4.051688203418090772e+00,3.479871522586481802e-01
4.056690287619841406e+00,3.479874067567497731e-01
4.061692371821592040e+00,3.479876562137328988e-01
4.066694456023342674e+00,3.479879007294453541e-01
4.071696540225093308e+00,3.479881404017577395e-01
4.076698624426844830e+00,3.479883753266022617e-01
4.081700708628595464e+00,3.479886055980112580e-01
4.086702792830346098e+00,3.479888313081549445e-01
4.091704877032096732e+00,3.479890525473779972e-01
4.096706961233847366e+00,3.479892694042360235e-01
4.101709045435598000e+00,3.479894819655308114e-01
4.106711129637348634e+00,3.479896903163449684e-01
4.111713213839099268e+00,3.479898945400761723e-01
4.116715298040849902e+00,3.479900947184702553e-01
4.121717382242601424e+00,3.479902909316543447e-01
4.126719466444352058e+00,3.479904832581683927e-01
4.131721550646102692e+00,3.479906717749969292e-01
4.136723634847853326e+00,3.479908565575999257e-01
4.141725719049603960e+00,3.479910376799426608e-01
4.146727803251354594e+00,3.479912152145256954e-01
4.151729887453105228e+00,3.479913892324134062e-01
4.156731971654855862e+00,3.479915598032630175e-01
4.161734055856606496e+00,3.479917269953518577e-01
4.166736140058357130e+00,3.479918908756052809e-01
4.171738224260108652e+00,3.479920515096228684e-01
4.176740308461859286e+00,3.479922089617050185e-01
4.181742392663609920e+00,3.479923632948787038e-01
4.186744476865360554e+00,3.479925145709225065e-01
4.191746561067111188e+00,3.479926628503913766e-01
4.196748645268861821e+00,3.479928081926409456e-01
4.201750729470612455e+00,3.479929506558513963e-01
4.206752813672363089e+00,3.479930902970502227e-01
4.211754897874113723e+00,3.479932271721357107e-01
4.216756982075865245e+00,3.479933613358989208e-01
4.221759066277615879e+00,3.479934928420456708e-01
4.226761150479366513e+00,3.479936217432180734e-01
4.231763234681117147e+00,3.479937480910155756e-01
4.236765318882867781e+00,3.479938719360156640e-01
4.241767403084618415e+00,3.479939933277939601e-01
4.246769487286369049e+00,3.479941123149441484e-01
4.251771571488119683e+00,3.479942289450975723e-01
4.256773655689870317e+00,3.479943432649421076e-01
4.261775739891621839e+00,3.479944553202407032e-01
4.266777824093372473e+00,3.479945651558500885e-01
4.271779908295123107e+00,3.479946728157383706e-01
4.276781992496873741e+00,3.479947783430030195e-01
4.281784076698624375e+00,3.479948817798875216e-01
4.286786160900375009e+00,3.479949831677989214e-01
4.291788245102125643e+00,3.479950825473239751e-01
4.296790329303876277e+00,3.479951799582456373e-01
4.301792413505626911e+00,3.479952754395586600e-01
4.306794497707377545e+00,3.479953690294856905e-01
4.311796581909129067e+00,3.479954607654919818e-01
4.316798666110879701e+00,3.479955506843009916e-01
4.321800750312630335e+00,3.479956388219085928e-01
4.326802834514380969e+00,3.479957252135977286e-01
4.331804918716131603e+00,3.479958098939524569e-01
4.336807002917882237e+00,3.479958928968718279e-01
4.341809087119632871e+00,3.479959742555834290e-01
4.346811171321383505e+00,3.479960540026566518e-01
4.351813255523134139e+00,3.479961321700159038e-01
4.356815339724885661e+00,3.479962087889529876e-01
4.361817423926636295e+00,3.479962838901401456e-01
4.366819508128386929e+00,3.479963575036418844e-01
4.371821592330137562e+00,3.479964296589273531e-01
4.376823676531888196e+00,3.479965003848818350e-01
4.381825760733638830e+00,3.479965697098185151e-01
4.386827844935389464e+00,3.479966376614897494e-01
4.391829929137140098e+00,3.479967042670982225e-01
4.396832013338890732e+00,3.479967695533078276e-01
4.401834097540642254e+00,3.479968335462540474e-01
4.406836181742392888e+00,3.479968962715550007e-01
4.411838265944143522e+00,3.479969577543211012e-01
4.416840350145894156e+00,3.479970180191656048e-01
4.421842434347644790e+00,3.479970770902139354e-01
4.426844518549395424e+00,3.479971349911139544e-01
4.431846602751146058e+00,3.479971917450448982e-01
4.436848686952896692e+00,3.479972473747268147e-01
4.441850771154647326e+00,3.479973019024300007e-01
4.446852855356397960e+00,3.479973553499832173e-01
4.451854939558149482e+00,3.479974077387832376e-01
4.456857023759900116e+00,3.479974590898026743e-01
4.461859107961650750e+00,3.479975094235989164e-01
4.466861192163401384e+00,3.479975587603220122e-01
4.471863276365152018e+00,3.479976071197229404e-01
4.476865360566902652e+00,3.479976545211614924e-01
4.481867444768653286e+00,3.479977009836137669e-01
4.486869528970403920e+00,3.479977465256802183e-01
4.491871613172154554e+00,3.479977911655927625e-01
4.496873697373906076e+00,3.479978349212222155e-01
4.501875781575656710e+00,3.479978778100852321e-01
4.506877865777407344e+00,3.479979198493515780e-01
4.511879949979157978e+00,3.479979610558511238e-01
4.516882034180908612e+00,3.479980014460799520e-01
4.521884118382659246e+00,3.479980410362077392e-01
4.526886202584409880e+00,3.479980798420836963e-01
4.531888286786160513e+00,3.479981178792431185e-01
4.536890370987911147e+00,3.479981551629136027e-01
4.541892455189662670e+00,3.479981917080209874e-01
4.546894539391413304e+00,3.479982275291955696e-01
4.551896623593163937e+00,3.479982626407778223e-01
4.556898707794914571e+00,3.479982970568241130e-01
4.561900791996665205e+00,3.479983307911124202e-01
4.566902876198415839e+00,3.479983638571477189e-01
4.571904960400166473e+00,3.479983962681674758e-01
4.576907044601917107e+00,3.479984280371471450e-01
4.581909128803667741e+00,3.479984591768048863e-01
4.586911213005419263e+00,3.479984896996070054e-01
4.591913297207169897e+00,3.479985196177729501e-01
4.596915381408920531e+00,3.479985489432800283e-01
4.601917465610671165e+00,3.479985776878682935e-01
4.606919549812421799e+00,3.479986058630452628e-01
4.611921634014172433e+00,3.479986334800905801e-01
4.616923718215923067e+00,3.479986605500603458e-01
4.621925802417673701e+00,3.479986870837916135e-01
4.626927886619424335e+00,3.479987130919069971e-01
4.631929970821174969e+00,3.479987385848183346e-01
4.636932055022926491e+00,3.479987635727315731e-01
4.641934139224677125e+00,3.479987880656502663e-01
4.646936223426427759e+00,3.479988120733798485e-01
4.651938307628178393e+00,3.479988356055315757e-01
4.656940391829929027e+00,3.479988586715262455e-01
4.661942476031679661e+00,3.479988812805981380e-01
4.666944560233430295e+00,3.479989034417985128e-01
4.671946644435180929e+00,3.479989251639993286e-01
4.676948728636931563e+00,3.479989464558969070e-01
4.681950812838683085e+00,3.479989673260151517e-01
4.686952897040433719e+00,3.479989877827093236e-01
4.691954981242184353e+00,3.479990078341689275e-01
4.696957065443934987e+00,3.479990274884214307e-01
4.701959149645685621e+00,3.479990467533352061e-01
4.706961233847436255e+00,3.479990656366228063e-01
4.711963318049186888e+00,3.479990841458438511e-01
4.716965402250937522e+00,3.479991022884085239e-01
4.721967486452688156e+00,3.479991200715798483e-01
4.726969570654439678e+00,3.479991375024772959e-01
4.731971654856190312e+00,3.479991545880790627e-01
4.736973739057940946e+00,3.479991713352252325e-01
4.741975823259691580e+00,3.479991877506204978e-01
4.746977907461442214e+00,3.479992038408364352e-01
4.751979991663192848e+00,3.479992196123147252e-01
4.756982075864943482e+00,3.479992350713693172e-01
4.761984160066694116e+00,3.479992502241891494e-01
4.766986244268444750e+00,3.479992650768404805e-01
4.771988328470195384e+00,3.479992796352694984e-01
4.776990412671946906e+00,3.479992939053044854e-01
4.781992496873697540e+00,3.479993078926584826e-01
4.786994581075448174e+00,3.479993216029309555e-01
4.791996665277198808e+00,3.479993350416109577e-01
4.796998749478949442e+00,3.479993482140784078e-01
4.802000833680700076e+00,3.479993611256068653e-01
4.807002917882450710e+00,3.479993737813653620e-01
4.812005002084201344e+00,3.479993861864204563e-01
4.817007086285951978e+00,3.479993983457386197e-01
4.822009170487703500e+00,3.479994102641875142e-01
4.827011254689454134e+00,3.479994219465387117e-01
4.832013338891204768e+00,3.479994333974691934e-01
4.837015423092955402e+00,3.479994446215631809e-01
4.842017507294706036e+00,3.479994556233142466e-01
4.847019591496456670e+00,3.479994664071267563e-01
4.852021675698207304e+00,3.479994769773180341e-01
4.857023759899957938e+00,3.479994873381197507e-01
4.862025844101708572e+00,3.479994974936798102e-01
4.867027928303460094e+00,3.479995074480638495e-01
4.872030012505210728e+00,3.479995172052570696e-01
4.877032096706961362e+00,3.479995267691657901e-01
4.882034180908711996e+00,3.479995361436186707e-01
4.887036265110462629e+00,3.479995453323689314e-01
4.892038349312213263e+00,3.479995543390951296e-01
4.897040433513963897e+00,3.479995631674029921e-01
4.902042517715714531e+00,3.479995718208269695e-01
4.907044601917465165e+00,3.479995803028313461e-01
4.912046686119215799e+00,3.479995886168119057e-01
4.917048770320967321e+00,3.479995967660970968e-01
4.922050854522717955e+00,3.479996047539493653e-01
4.927052938724468589e+00,3.479996125835666532e-01
4.932055022926219223e+00,3.479996202580835085e-01
4.937057107127969857e+00,3.479996277805723626e-01
4.942059191329720491e+00,3.479996351540447508e-01
4.947061275531471125e+00,3.479996423814527007e-01
4.952063359733221759e+00,3.479996494656895645e-01
4.957065443934972393e+00,3.479996564095915734e-01
4.962067528136723915e+00,3.479996632159386150e-01
4.967069612338474549e+00,3.479996698874556205e-01
4.972071696540225183e+00,3.479996764268134535e-01
4.977073780741975817e+00,3.479996828366301309e-01
4.982075864943726451e+00,3.479996891194718223e-01
4.987077949145477085e+00,3.479996952778536823e-01
4.992080033347227719e+00,3.479997013142414053e-01
4.997082117548978353e+00,3.479997072310515027e-01
5.002084201750728987e+00,3.479997130306527464e-01
5.007086285952480509e+00,3.479997187153669458e-01
5.012088370154231143e+00,3.479997242874700025e-01
5.017090454355981777e+00,3.479997297491926878e-01
5.022092538557732411e+00,3.479997351027215302e-01
5.027094622759483045e+00,3.479997403501998154e-01
5.032096706961233679e+00,3.479997454937283630e-01
5.037098791162984313e+00,3.479997505353663034e-01
5.042100875364734947e+00,3.479997554771321333e-01
5.047102959566485580e+00,3.479997603210041590e-01
5.052105043768236214e+00,3.479997650689216626e-01
5.057107127969987737e+00,3.479997697227853459e-01
5.062109212171738371e+00,3.479997742844584963e-01
5.067111296373489004e+00,3.479997787557673194e-01
5.072113380575239638e+00,3.479997831385018281e-01
5.077115464776990272e+00,3.479997874344167297e-01
5.082117548978740906e+00,3.479997916452318152e-01
5.087119633180491540e+00,3.479997957726327917e-01
5.092121717382242174e+00,3.479997998182721708e-01
5.097123801583992808e+00,3.479998037837695457e-01
5.102125885785744330e+00,3.479998076707124799e-01
5.107127969987494964e+00,3.479998114806571730e-01
5.112130054189245598e+00,3.479998152151287938e-01
5.117132138390996232e+00,3.479998188756224797e-01
5.122134222592746866e+00,3.479998224636037252e-01
5.127136306794497500e+00,3.479998259805088812e-01
5.132138390996248134e+00,3.479998294277460436e-01
5.137140475197998768e+00,3.479998328066952196e-01
5.142142559399749402e+00,3.479998361187091604e-01
5.147144643601500924e+00,3.479998393651138611e-01
5.152146727803251558e+00,3.479998425472088930e-01
5.157148812005002192e+00,3.479998456662683481e-01
5.162150896206752826e+00,3.479998487235407834e-01
5.167152980408503460e+00,3.479998517202502750e-01
5.172155064610254094e+00,3.479998546575965301e-01
5.177157148812004728e+00,3.479998575367554969e-01
5.182159233013755362e+00,3.479998603588797534e-01
5.187161317215505996e+00,3.479998631250992291e-01
5.192163401417257518e+00,3.479998658365213160e-01
5.197165485619008152e+00,3.479998684942314791e-01
5.202167569820758786e+00,3.479998710992938671e-01
5.207169654022509420e+00,3.479998736527512571e-01
5.212171738224260054e+00,3.479998761556259423e-01
5.217173822426010688e+00,3.479998786089200657e-01
5.222175906627761321e+00,3.479998810136156195e-01
5.227177990829511955e+00,3.479998833706753891e-01
5.232180075031262589e+00,3.479998856810430641e-01
5.237182159233013223e+00,3.479998879456435157e-01
5.242184243434764745e+00,3.479998901653834631e-01
5.247186327636515379e+00,3.479998923411514178e-01
5.252188411838266013e+00,3.479998944738185718e-01
5.257190496040016647e+00,3.479998965642386866e-01
5.262192580241767281e+00,3.479998986132485927e-01
5.267194664443517915e+00,3.479999006216687452e-01
5.272196748645268549e+00,3.479999025903030563e-01
5.277198832847019183e+00,3.479999045199397845e-01
5.282200917048769817e+00,3.479999064113513674e-01
5.287203001250521339e+00,3.479999082652950881e-01
5.292205085452271973e+00,3.479999100825130753e-01
5.297207169654022607e+00,3.479999118637329691e-01
5.302209253855773241e+00,3.479999136096677548e-01
5.307211338057523875e+00,3.479999153210164842e-01
5.312213422259274509e+00,3.479999169984642760e-01
5.317215506461025143e+00,3.479999186426826485e-01
5.322217590662775777e+00,3.479999202543299086e-01
5.327219674864526411e+00,3.479999218340513178e-01
5.332221759066277933e+00,3.479999233824792038e-01
5.337223843268028567e+00,3.479999249002335704e-01
5.342225927469779201e+00,3.479999263879219318e-01
5.347228011671529835e+00,3.479999278461399781e-01
5.352230095873280469e+00,3.479999292754714646e-01
5.357232180075031103e+00,3.479999306764885447e-01
5.362234264276781737e+00,3.479999320497523252e-01
5.367236348478532371e+00,3.479999333958123664e-01
5.372238432680283005e+00,3.479999347152076816e-01
5.377240516882033639e+00,3.479999360084664040e-01
5.382242601083785161e+00,3.479999372761063414e-01
5.387244685285535795e+00,3.479999385186350325e-01
5.392246769487286429e+00,3.479999397365498015e-01
5.397248853689037063e+00,3.479999409303383140e-01
5.402250937890787696e+00,3.479999421004785209e-01
5.407253022092538330e+00,3.479999432474388255e-01
5.412255106294288964e+00,3.479999443716784158e-01
5.417257190496039598e+00,3.479999454736473763e-01
5.422259274697790232e+00,3.479999465537869097e-01
5.427261358899541754e+00,3.479999476125293922e-01
5.432263443101292388e+00,3.479999486502987627e-01
5.437265527303043022e+00,3.479999496675104109e-01
5.442267611504793656e+00,3.479999506645716778e-01
5.447269695706544290e+00,3.479999516418816330e-01
5.452271779908294924e+00,3.479999525998315746e-01
5.457273864110045558e+00,3.479999535388049736e-01
5.462275948311796192e+00,3.479999544591778071e-01
5.467278032513546826e+00,3.479999553613185581e-01
5.472280116715298348e+00,3.479999562455883266e-01
5.477282200917048982e+00,3.479999571123412183e-01
5.482284285118799616e+00,3.479999579619240668e-01
5.487286369320550250e+00,3.479999587946771555e-01
5.492288453522300884e+00,3.479999596109338844e-01
5.497290537724051518e+00,3.479999604110209366e-01
5.502292621925802152e+00,3.479999611952586669e-01
5.507294706127552786e+00,3.479999619639609909e-01
5.512296790329303420e+00,3.479999627174357735e-01
5.517298874531054054e+00,3.479999634559846067e-01
5.522300958732805576e+00,3.479999641799031429e-01
5.527303042934556210e+00,3.479999648894812059e-01
5.532305127136306844e+00,3.479999655850029017e-01
5.537307211338057478e+00,3.479999662667466742e-01
5.542309295539808112e+00,3.479999669349854718e-01
5.547311379741558746e+00,3.479999675899867473e-01
5.552313463943309380e+00,3.479999682320127907e-01
5.557315548145060013e+00,3.479999688613206188e-01
5.562317632346810647e+00,3.479999694781621966e-01
5.567319716548562170e+00,3.479999700827844378e-01
5.572321800750312804e+00,3.479999706754294264e-01
5.577323884952063437e+00,3.479999712563344172e-01
5.582325969153814071e+00,3.479999718257319463e-01
5.587328053355564705e+00,3.479999723838500536e-01
5.592330137557315339e+00,3.479999729309120604e-01
5.597332221759065973e+00,3.479999734671370692e-01
5.602334305960816607e+00,3.479999739927397417e-01
5.607336390162567241e+00,3.479999745079304652e-01
5.612338474364318763e+00,3.479999750129155189e-01
5.617340558566069397e+00,3.479999755078971302e-01
5.622342642767820031e+00,3.479999759930733627e-01
5.627344726969570665e+00,3.479999764686385055e-01
5.632346811171321299e+00,3.479999769347829064e-01
5.637348895373071933e+00,3.479999773916933048e-01
5.642350979574822567e+00,3.479999778395524990e-01
5.647353063776573201e+00,3.479999782785397899e-01
5.652355147978323835e+00,3.479999787088309815e-01
5.657357232180074469e+00,3.479999791305983803e-01
5.662359316381825991e+00,3.479999795440106847e-01
5.667361400583576625e+00,3.479999799492335955e-01
5.672363484785327259e+00,3.479999803464291497e-01
5.677365568987077893e+00,3.479999807357564978e-01
5.682367653188828527e+00,3.479999811173715152e-01
5.687369737390579161e+00,3.479999814914269129e-01
5.692371821592329795e+00,3.479999818580724047e-01
5.697373905794080429e+00,3.479999822174548729e-01
5.702375989995831063e+00,3.479999825697181470e-01
5.707378074197582585e+00,3.479999829150032808e-01
5.712380158399333219e+00,3.479999832534484971e-01
5.717382242601083853e+00,3.479999835851892431e-01
5.722384326802834487e+00,3.479999839103584125e-01
5.727386411004585121e+00,3.479999842290861234e-01
5.732388495206335755e+00,3.479999845414999959e-01
5.737390579408086388e+00,3.479999848477251523e-01
5.742392663609837022e+00,3.479999851478840500e-01
5.747394747811587656e+00,3.479999854420970373e-01
5.752396832013339179e+00,3.479999857304817423e-01
5.757398916215089812e+00,3.479999860131537393e-01
5.762401000416840446e+00,3.479999862902261043e-01
5.767403084618591080e+00,3.479999865618098598e-01
5.772405168820341714e+00,3.479999868280136410e-01
5.777407253022092348e+00,3.479999870889440849e-01
5.782409337223842982e+00,3.479999873447056080e-01
5.787411421425593616e+00,3.479999875954006283e-01
5.792413505627344250e+00,3.479999878411295655e-01
5.797415589829095772e+00,3.479999880819906743e-01
5.802417674030846406e+00,3.479999883180804332e-01
