# tijd (s), versnelling (m/s^2)
8.718632763651521955e+00,1.038727715438024363e-01
8.723634847853272589e+00,1.024207010200867962e-01
8.728636932055023223e+00,1.009805330132364648e-01
8.733639016256773857e+00,9.955240648065047382e-02
8.738641100458524491e+00,9.813645328626664777e-02
8.743643184660275125e+00,9.673279822454221299e-02
8.748645268862025759e+00,9.534155905177083001e-02
8.753647353063776393e+00,9.396284652451504515e-02
8.758649437265527027e+00,9.259676444491941882e-02
8.763651521467277661e+00,9.124340971266592382e-02
8.768653605669028295e+00,8.990287238332321518e-02
8.773655689870778929e+00,8.857523573283934692e-02
8.778657774072529563e+00,8.726057632791860141e-02
8.783659858274280197e+00,8.595896410202111260e-02
8.788661942476030831e+00,8.467046243672114725e-02
8.793664026677781465e+00,8.339512824815402403e-02
8.798666110879532098e+00,8.213301207828477279e-02
8.803668195081284509e+00,8.088415819072619639e-02
8.808670279283035143e+00,7.964860467083588469e-02
8.813672363484785777e+00,7.842638352982249372e-02
8.818674447686536411e+00,7.721752081258975720e-02
8.823676531888287045e+00,7.602203670905305355e-02
8.828678616090037679e+00,7.483994566866099263e-02
8.833680700291788312e+00,7.367125651786071705e-02
8.838682784493538946e+00,7.251597258024604364e-02
8.843684868695289580e+00,7.137409179913527246e-02
8.848686952897040214e+00,7.024560686232592110e-02
8.853689037098790848e+00,6.913050532878081689e-02
8.858691121300541482e+00,6.802876975700523909e-02
8.863693205502292116e+00,6.694037783487834237e-02
8.868695289704042750e+00,6.586530251071094633e-02
8.873697373905793384e+00,6.480351212530556515e-02
8.878699458107544018e+00,6.375497054480282200e-02
8.883701542309294652e+00,6.271963729410259814e-02
8.888703626511045286e+00,6.169746769065946601e-02
8.893705710712795920e+00,6.068841297845429389e-02
8.898707794914548330e+00,5.969242046195451235e-02
8.903709879116298964e+00,5.870943363988216646e-02
8.908711963318049598e+00,5.773939233861447723e-02
8.913714047519800232e+00,5.678223284505284213e-02
8.918716131721550866e+00,5.583788803880015972e-02
8.923718215923301500e+00,5.490628752349608482e-02
8.928720300125052134e+00,5.398735775716748120e-02
8.933722384326802768e+00,5.308102218145652196e-02
8.938724468528553402e+00,5.218720134960080914e-02
8.943726552730304036e+00,5.130581305304240253e-02
8.948728636932054670e+00,5.043677244655437458e-02
8.953730721133805304e+00,4.957999217177692236e-02
8.958732805335555938e+00,4.873538247906618326e-02
8.963734889537306572e+00,4.790285134756255142e-02
8.968736973739057206e+00,4.708230460339419415e-02
8.973739057940807839e+00,4.627364603593798337e-02
8.978741142142558473e+00,4.547677751206520569e-02
8.983743226344309107e+00,4.469159908830870609e-02
8.988745310546061518e+00,4.391800912089136727e-02
8.993747394747812152e+00,4.315590437356374431e-02
8.998749478949562786e+00,4.240518012320441260e-02
9.003751563151313420e+00,4.166573026314090294e-02
9.008753647353064054e+00,4.093744740415697358e-02
9.013755731554814687e+00,4.022022297315490380e-02
9.018757815756565321e+00,3.951394730944833567e-02
9.023759899958315955e+00,3.881850975866454889e-02
9.028761984160066589e+00,3.813379876424134729e-02
9.033764068361817223e+00,3.745970195650716317e-02
9.038766152563567857e+00,3.679610623933710079e-02
9.043768236765318491e+00,3.614289787438295515e-02
9.048770320967069125e+00,3.549996256287692858e-02
9.053772405168819759e+00,3.486718552501545665e-02
9.058774489370570393e+00,3.424445157692977693e-02
9.063776573572321027e+00,3.363164520525552259e-02
9.068778657774071661e+00,3.302865063931586381e-02
9.073780741975822295e+00,3.243535192093471853e-02
9.078782826177572929e+00,3.185163297190143211e-02
9.083784910379325339e+00,3.127737765910843654e-02
9.088786994581075973e+00,3.071246985738746924e-02
9.093789078782826607e+00,3.015679351007094500e-02
9.098791162984577241e+00,2.961023268730825567e-02
9.103793247186327875e+00,2.907267164216746635e-02
9.108795331388078509e+00,2.854399486455516666e-02
9.113797415589829143e+00,2.802408713298906034e-02
9.118799499791579777e+00,2.751283356425808513e-02
9.123801583993330411e+00,2.701011966100789682e-02
9.128803668195081045e+00,2.651583135728901100e-02
9.133805752396831679e+00,2.602985506210676869e-02
9.138807836598582313e+00,2.555207770101327117e-02
9.143809920800332947e+00,2.508238675578116847e-02
9.148812005002083581e+00,2.462067030220144517e-02
9.153814089203834214e+00,2.416681704604626765e-02
9.158816173405584848e+00,2.372071635723971630e-02
9.163818257607335482e+00,2.328225830227818524e-02
9.168820341809086116e+00,2.285133367494404655e-02
9.173822426010838527e+00,2.242783402535518389e-02
9.178824510212589161e+00,2.201165168739333336e-02
9.183826594414339795e+00,2.160267980455468292e-02
9.188828678616090428e+00,2.120081235426504382e-02
9.193830762817841062e+00,2.080594417070329161e-02
9.198832847019591696e+00,2.041797096617498433e-02
9.203834931221342330e+00,2.003678935107911299e-02
9.208837015423092964e+00,1.966229685250972525e-02
9.213839099624843598e+00,1.929439193153404536e-02
9.218841183826594232e+00,1.893297399918895951e-02
9.223843268028344866e+00,1.857794343123605682e-02
9.228845352230095500e+00,1.822920158171630056e-02
9.233847436431846134e+00,1.788665079534320496e-02
9.238849520633596768e+00,1.755019441877496075e-02
9.243851604835347402e+00,1.721973681080325377e-02
9.248853689037098036e+00,1.689518335149744685e-02
9.253855773238848670e+00,1.657644045034115804e-02
9.258857857440599304e+00,1.626341555339828535e-02
9.263859941642349938e+00,1.595601714954446651e-02
9.268862025844102348e+00,1.565415477579926162e-02
9.273864110045852982e+00,1.535773902179402364e-02
9.278866194247603616e+00,1.506668153340915035e-02
9.283868278449354250e+00,1.478089501561390476e-02
9.288870362651104884e+00,1.450029323454164396e-02
9.293872446852855518e+00,1.422479101883176479e-02
9.298874531054606152e+00,1.395430426026970407e-02
9.303876615256356786e+00,1.368874991375488084e-02
9.308878699458107420e+00,1.342804599662644240e-02
9.313880783659858054e+00,1.317211158737516784e-02
9.318882867861608688e+00,1.292086682376974299e-02
9.323884952063359322e+00,1.267423290042459655e-02
9.328887036265109955e+00,1.243213206583553172e-02
9.333889120466860589e+00,1.219448761890917429e-02
9.338891204668611223e+00,1.196122390501121006e-02
9.343893288870361857e+00,1.173226631155732495e-02
9.348895373072112491e+00,1.150754126317091869e-02
9.353897457273863125e+00,1.128697621642990243e-02
9.358899541475613759e+00,1.107049965422510045e-02
9.363901625677366169e+00,1.085804107975142652e-02
9.368903709879116803e+00,1.064953101015283544e-02
9.373905794080867437e+00,1.044490096984071123e-02
9.378907878282618071e+00,1.024408348350563241e-02
9.383909962484368705e+00,1.004701206884078650e-02
9.388912046686119339e+00,9.853621228995424960e-03
9.393914130887869973e+00,9.663846444775994055e-03
9.398916215089620607e+00,9.477624166611169770e-03
9.403918299291371241e+00,9.294891806298033118e-03
9.408920383493121875e+00,9.115587728544137860e-03
9.413922467694872509e+00,8.939651242321296556e-03
9.418924551896623143e+00,8.767022592045257620e-03
9.423926636098373777e+00,8.597642948595277806e-03
9.428928720300124411e+00,8.431454400187226791e-03
9.433930804501875045e+00,8.268399943113066003e-03
9.438932888703625679e+00,8.108423472359228140e-03
9.443934972905376313e+00,7.951469772115518295e-03
9.448937057107126947e+00,7.797484506186422130e-03
9.453939141308879357e+00,7.646414208315513092e-03
9.458941225510629991e+00,7.498206272433529176e-03
9.463943309712380625e+00,7.352808942840355008e-03
9.468945393914131259e+00,7.210171304330144880e-03
9.473947478115881893e+00,7.070243272269367135e-03
9.478949562317632527e+00,6.932975582636144267e-03
9.483951646519383161e+00,6.798319782029480819e-03
9.488953730721133795e+00,6.666228217656369227e-03
9.493955814922884429e+00,6.536654027304548628e-03
9.498957899124635063e+00,6.409551129307970892e-03
9.503959983326385697e+00,6.284874212512258848e-03
9.508962067528136330e+00,6.162578726246490182e-03
9.513964151729886964e+00,6.042620870307643943e-03
9.518966235931637598e+00,5.924957584963949468e-03
9.523968320133388232e+00,5.809546540982394799e-03
9.528970404335138866e+00,5.696346129686083622e-03
9.533972488536889500e+00,5.585315453046367333e-03
9.538974572738640134e+00,5.476414313814709223e-03
9.543976656940390768e+00,5.369603205698539501e-03
9.548978741142143178e+00,5.264843303585883816e-03
9.553980825343893812e+00,5.162096453822288475e-03
9.558982909545644446e+00,5.061325164544211788e-03
9.563984993747395080e+00,4.962492596072261633e-03
9.568987077949145714e+00,4.865562551367870123e-03
9.573989162150896348e+00,4.770499466556155782e-03
9.578991246352646982e+00,4.677268401518503392e-03
9.583993330554397616e+00,4.585835030556963121e-03
9.588995414756148250e+00,4.496165633133568894e-03
9.593997498957898884e+00,4.408227084686581337e-03
9.598999583159649518e+00,4.321986847526258259e-03
9.604001667361400152e+00,4.237412961811645382e-03
9.609003751563150786e+00,4.154474036610863660e-03
9.614005835764901420e+00,4.073139241046195951e-03
9.619007919966652054e+00,3.993378295525758064e-03
9.624010004168402688e+00,3.915161463063148058e-03
9.629012088370153322e+00,3.838459540686354424e-03
9.634014172571903956e+00,3.763243850937160462e-03
9.639016256773656366e+00,3.689486233462084801e-03
9.644018340975407000e+00,3.617159036695786600e-03
9.649020425177157634e+00,3.546235109637749846e-03
9.654022509378908268e+00,3.476687793722955423e-03
9.659024593580658902e+00,3.408490914787262131e-03
9.664026677782409536e+00,3.341618775127932952e-03
9.669028761984160170e+00,3.276046145659669562e-03
9.674030846185910804e+00,3.211748258166727960e-03
9.679032930387661438e+00,3.148700797651051483e-03
9.684035014589412071e+00,3.086879894776871792e-03
9.689037098791162705e+00,3.026262118411767853e-03
9.694039182992913339e+00,2.966824468264195064e-03
9.699041267194663973e+00,2.908544367617450690e-03
9.704043351396414607e+00,2.851399656160075614e-03
9.709045435598165241e+00,2.795368582912283444e-03
9.714047519799915875e+00,2.740429799248554447e-03
9.719049604001666509e+00,2.686562352015736416e-03
9.724051688203417143e+00,2.633745676746538419e-03
9.729053772405167777e+00,2.581959590968127723e-03
9.734055856606920187e+00,2.531184287605013281e-03
9.739057940808670821e+00,2.481400328476318553e-03
9.744060025010421455e+00,2.432588637886304393e-03
9.749062109212172089e+00,2.384730496308193164e-03
9.754064193413922723e+00,2.337807534160197750e-03
9.759066277615673357e+00,2.291801725673526472e-03
9.764068361817423991e+00,2.246695382851467485e-03
9.769070446019174625e+00,2.202471149518978911e-03
9.774072530220925259e+00,2.159111995462032266e-03
9.779074614422675893e+00,2.116601210656142776e-03
9.784076698624426527e+00,2.074922399582971623e-03
9.789078782826177161e+00,2.034059475634613680e-03
9.794080867027927795e+00,1.993996655604560707e-03
9.799082951229678429e+00,1.954718454264594944e-03
9.804085035431429063e+00,1.916209679026618885e-03
9.809087119633179697e+00,1.878455424688985813e-03
9.814089203834930331e+00,1.841441068265875025e-03
9.819091288036680965e+00,1.805152263899463885e-03
9.824093372238431598e+00,1.769574937853429352e-03
9.829095456440184009e+00,1.734695283587448737e-03
9.834097540641934643e+00,1.700499756911192642e-03
9.839099624843685277e+00,1.666975071217561156e-03
9.844101709045435911e+00,1.634108192793596627e-03
9.849103793247186545e+00,1.601886336208629578e-03
9.854105877448937179e+00,1.570296959778517618e-03
9.859107961650687812e+00,1.539327761105069000e-03
9.864110045852438446e+00,1.508966672689686763e-03
9.869112130054189080e+00,1.479201857620497055e-03
9.874114214255939714e+00,1.450021705331552184e-03
9.879116298457690348e+00,1.421414827433897842e-03
9.884118382659440982e+00,1.393370053616762401e-03
9.889120466861191616e+00,1.365876427618561897e-03
9.894122551062942250e+00,1.338923203266463883e-03
9.899124635264692884e+00,1.312499840583583816e-03
9.904126719466443518e+00,1.286596001963078665e-03
9.909128803668194152e+00,1.261201548407978740e-03
9.914130887869944786e+00,1.236306535835987293e-03
9.919132972071697196e+00,1.211901211448240031e-03
9.924135056273447830e+00,1.187976010161176247e-03
9.929137140475198464e+00,1.164521551100498311e-03
9.934139224676949098e+00,1.141528634156523895e-03
9.939141308878699732e+00,1.118988236599769304e-03
9.944143393080450366e+00,1.096891509756033837e-03
9.949145477282201000e+00,1.075229775740113016e-03
9.954147561483951634e+00,1.053994524247156691e-03
9.959149645685702268e+00,1.033177409400802028e-03
9.964151729887452902e+00,1.012770246657406599e-03
9.969153814089203536e+00,9.927650097652002039e-04
9.974155898290954170e+00,9.731538277777417902e-04
9.979157982492704804e+00,9.539289821209039630e-04
9.984160066694455438e+00,9.350829037121721017e-04
9.989162150896206072e+00,9.166081701318493265e-04
9.994164235097956706e+00,8.984975028451646500e-04
9.999166319299707339e+00,8.807437644743566687e-04
1.000416840350145797e+01,8.633399561202299410e-04
1.000917048770320861e+01,8.462792147320445570e-04
1.001417257190496102e+01,8.295548105252376720e-04
1.001917465610671165e+01,8.131601444460478424e-04
1.002417674030846229e+01,7.970887456822902707e-04
1.002917882451021292e+01,7.813342692196258241e-04
1.003418090871196355e+01,7.658904934423571521e-04
1.003918299291371419e+01,7.507513177782506762e-04
1.004418507711546482e+01,7.359107603865925511e-04
1.004918716131721546e+01,7.213629558885687344e-04
1.005418924551896609e+01,7.071021531395273521e-04
1.005919132972071672e+01,6.931227130422525301e-04
1.006419341392246736e+01,6.794191064005934222e-04
1.006919549812421799e+01,6.659859118127523783e-04
1.007419758232596863e+01,6.528178136036734544e-04
1.007919966652771926e+01,6.399095997955825876e-04
1.008420175072946989e+01,6.272561601163334673e-04
1.008920383493122053e+01,6.148524840448249887e-04
1.009420591913297116e+01,6.026936588925804273e-04
1.009920800333472179e+01,5.907748679213553015e-04
1.010421008753647243e+01,5.790913884956917822e-04
1.010921217173822484e+01,5.676385902701088079e-04
1.011421425593997547e+01,5.564119334100221630e-04
1.011921634014172611e+01,5.454069668463156981e-04
1.012421842434347674e+01,5.346193265622708893e-04
1.012922050854522737e+01,5.240447339130073923e-04
1.013422259274697801e+01,5.136789939761995764e-04
1.013922467694872864e+01,5.035179939340885544e-04
1.014422676115047928e+01,4.935577014857836769e-04
1.014922884535222991e+01,4.837941632896429391e-04
1.015423092955398054e+01,4.742235034349773161e-04
1.015923301375573118e+01,4.648419219425774197e-04
1.016423509795748181e+01,4.556456932938117562e-04
1.016923718215923245e+01,4.466311649872909328e-04
1.017423926636098308e+01,4.377947561231376565e-04
1.017924135056273371e+01,4.291329560139345040e-04
1.018424343476448435e+01,4.206423228221178759e-04
1.018924551896623498e+01,4.123194822232771725e-04
1.019424760316798562e+01,4.041611260947799034e-04
1.019924968736973803e+01,3.961640112295485515e-04
1.020425177157148866e+01,3.883249580740619298e-04
1.020925385577323929e+01,3.806408494906974183e-04
1.021425593997498993e+01,3.731086295434859514e-04
1.021925802417674056e+01,3.657253023071651535e-04
1.022426010837849120e+01,3.584879306989492221e-04
1.022926219258024183e+01,3.513936353325734720e-04
1.023426427678199246e+01,3.444395933944763375e-04
1.023926636098374310e+01,3.376230375412121124e-04
1.024426844518549373e+01,3.309412548182097879e-04
1.024927052938724437e+01,3.243915855992600471e-04
1.025427261358899500e+01,3.179714225461895616e-04
1.025927469779074563e+01,3.116782095886449621e-04
1.026427678199249627e+01,3.055094409235232567e-04
1.026927886619424690e+01,2.994626600334881648e-04
1.027428095039599754e+01,2.935354587244569532e-04
1.027928303459774817e+01,2.877254761816125470e-04
1.028428511879949880e+01,2.820303980436331646e-04
1.028928720300124944e+01,2.764479554946354845e-04
1.029428928720300185e+01,2.709759243737948071e-04
1.029929137140475248e+01,2.656121243020024246e-04
1.030429345560650312e+01,2.603544178254657625e-04
1.030929553980825375e+01,2.552007095758439606e-04
1.031429762401000438e+01,2.501489454464949150e-04
1.031929970821175502e+01,2.451971117849105421e-04
1.032430179241350565e+01,2.403432346004132731e-04
1.032930387661525629e+01,2.355853787875385956e-04
1.033430596081700692e+01,2.309216473642150297e-04
1.033930804501875755e+01,2.263501807247998167e-04
1.034431012922050819e+01,2.218691559075640395e-04
1.034931221342225882e+01,2.174767858763766183e-04
1.035431429762400946e+01,2.131713188163550799e-04
1.035931638182576009e+01,2.089510374431546684e-04
1.036431846602751072e+01,2.048142583256449135e-04
1.036932055022926136e+01,2.007593312217994521e-04
1.037432263443101199e+01,1.967846384274516162e-04
1.037932471863276263e+01,1.928885941376454682e-04
1.038432680283451504e+01,1.890696438205623350e-04
1.038932888703626567e+01,1.853262636035215324e-04
1.039433097123801630e+01,1.816569596708419358e-04
1.039933305543976694e+01,1.780602676736613252e-04
1.040433513964151757e+01,1.745347521509796893e-04
1.040933722384326821e+01,1.710790059621962651e-04
1.041433930804501884e+01,1.676916497305809192e-04
1.041934139224676947e+01,1.643713312976404601e-04
1.042434347644852011e+01,1.611167251880907237e-04
1.042934556065027074e+01,1.579265320852600671e-04
1.043434764485202138e+01,1.547994783168862138e-04
1.043934972905377201e+01,1.517343153506103110e-04
1.044435181325552264e+01,1.487298192997097324e-04
1.044935389745727328e+01,1.457847904381612801e-04
1.045435598165902391e+01,1.428980527254406310e-04
1.045935806586077454e+01,1.400684533403240219e-04
1.046436015006252518e+01,1.372948622241168017e-04
1.046936223426427581e+01,1.345761716325173283e-04
1.047436431846602645e+01,1.319112956965022684e-04
1.047936640266777886e+01,1.292991699915764080e-04
1.048436848686952949e+01,1.267387511155997223e-04
1.048937057107128012e+01,1.242290162748051858e-04
1.049437265527303076e+01,1.217689628779687811e-04
1.049937473947478139e+01,1.193576081384610732e-04
1.050437682367653203e+01,1.169939886842192748e-04
1.050937890787828266e+01,1.146771601751372867e-04
1.051438099208003329e+01,1.124061969281635488e-04
1.051938307628178393e+01,1.101801915497204674e-04
1.052438516048353456e+01,1.079982545751167973e-04
1.052938724468528520e+01,1.058595141153781898e-04
1.053438932888703583e+01,1.037631155106843940e-04
1.053939141308878646e+01,1.017082209907416119e-04
1.054439349729053710e+01,9.969400934187743499e-05
1.054939558149228773e+01,9.771967558056870518e-05
1.055439766569403837e+01,9.578443063338281088e-05
1.055939974989578900e+01,9.388750102323605983e-05
1.056440183409753963e+01,9.202812856179497898e-05
1.056940391829929027e+01,9.020557004800155401e-05
1.057440600250104268e+01,8.841909697231641573e-05
1.057940808670279331e+01,8.666799522698930946e-05
1.058441017090454395e+01,8.495156482187371375e-05
1.058941225510629458e+01,8.326911960590165833e-05
1.059441433930804521e+01,8.161998699406413434e-05
1.059941642350979585e+01,8.000350769958796359e-05
1.060441850771154648e+01,7.841903547161831417e-05
1.060942059191329712e+01,7.686593683784658751e-05
1.061442267611504775e+01,7.534359085233476440e-05
1.061942476031679838e+01,7.385138884822728021e-05
1.062442684451854902e+01,7.238873419536949775e-05
1.062942892872029965e+01,7.095504206269786227e-05
1.063443101292205029e+01,6.954973918518890974e-05
1.063943309712380092e+01,6.817226363565719320e-05
1.064443518132555155e+01,6.682206460072581536e-05
1.064943726552730219e+01,6.549860216137526239e-05
1.065443934972905282e+01,6.420134707793544724e-05
1.065944143393080346e+01,6.292978057899921744e-05
1.066444351813255587e+01,6.168339415472101335e-05
1.066944560233430650e+01,6.046168935423023639e-05
1.067444768653605713e+01,5.926417758675372701e-05
1.067944977073780777e+01,5.809037992698806453e-05
1.068445185493955840e+01,5.693982692406506879e-05
1.068945393914130904e+01,5.581205841443881367e-05
1.069445602334305967e+01,5.470662333830777661e-05
1.069945810754481030e+01,5.362307955980404858e-05
1.070446019174656094e+01,5.256099369065969569e-05
1.070946227594831157e+01,5.151994091727307029e-05
1.071446436015006221e+01,5.049950483136833075e-05
1.071946644435181284e+01,4.949927726380364701e-05
1.072446852855356347e+01,4.851885812179878996e-05
1.072947061275531411e+01,4.755785522921484492e-05
1.073447269695706474e+01,4.661588417019535153e-05
1.073947478115881538e+01,4.569256813570498759e-05
1.074447686536056601e+01,4.478753777319787697e-05
1.074947894956231664e+01,4.390043103916418325e-05
1.075448103376406728e+01,4.303089305474827521e-05
1.075948311796581969e+01,4.217857596395546569e-05
1.076448520216757032e+01,4.134313879496898081e-05
1.076948728636932096e+01,4.052424732390091580e-05
1.077448937057107159e+01,3.972157394149888838e-05
1.077949145477282222e+01,3.893479752226735962e-05
1.078449353897457286e+01,3.816360329627421175e-05
1.078949562317632349e+01,3.740768272350724765e-05
1.079449770737807413e+01,3.666673337070336229e-05
1.079949979157982476e+01,3.594045879051521356e-05
1.080450187578157539e+01,3.522856840313126636e-05
1.080950395998332603e+01,3.453077738034914901e-05
1.081450604418507666e+01,3.384680653165816509e-05
1.081950812838682729e+01,3.317638219291030408e-05
1.082451021258857793e+01,3.251923611686513278e-05
1.082951229679032856e+01,3.187510536613013661e-05
1.083451438099207920e+01,3.124373220811005363e-05
1.083951646519382983e+01,3.062486401208119738e-05
1.084451854939558046e+01,3.001825314821693032e-05
1.084952063359733110e+01,2.942365688871872897e-05
1.085452271779908351e+01,2.884083731080178031e-05
1.085952480200083414e+01,2.826956120167034326e-05
1.086452688620258478e+01,2.770959996528965348e-05
1.086952897040433541e+01,2.716072953110892793e-05
1.087453105460608604e+01,2.662273026450367688e-05
1.087953313880783668e+01,2.609538687903389869e-05
1.088453522300958731e+01,2.557848835030562671e-05
1.088953730721133795e+01,2.507182783184158407e-05
1.089453939141308858e+01,2.457520257222678227e-05
1.089954147561483921e+01,2.408841383416659830e-05
1.090454355981658985e+01,2.361126681509029032e-05
1.090954564401834048e+01,2.314357056918403408e-05
1.091454772822009112e+01,2.268513793122050928e-05
1.091954981242184175e+01,2.223578544162485262e-05
1.092455189662359238e+01,2.179533327316329549e-05
1.092955398082534302e+01,2.136360515911927969e-05
1.093455606502709365e+01,2.094042832282183404e-05
1.093955814922884429e+01,2.052563340850688283e-05
1.094456023343059670e+01,2.011905441368533088e-05
1.094956231763234733e+01,1.972052862276685130e-05
1.095456440183409796e+01,1.932989654195860015e-05
1.095956648603584860e+01,1.894700183559350245e-05
1.096456857023759923e+01,1.857169126354030089e-05
1.096957065443934987e+01,1.820381462000453097e-05
1.097457273864110050e+01,1.784322467335330817e-05
1.097957482284285113e+01,1.748977710744692242e-05
1.098457690704460177e+01,1.714333046370452888e-05
1.098957899124635240e+01,1.680374608471524355e-05
1.099458107544810304e+01,1.647088805873786460e-05
1.099958315964985367e+01,1.614462316528242073e-05
1.100458524385160430e+01,1.582482082198599603e-05
1.100958732805335494e+01,1.551135303222261734e-05
1.101458941225510557e+01,1.520409433404612415e-05
1.101959149645685621e+01,1.490292174998297674e-05
1.102459358065860684e+01,1.460771473782962336e-05
1.102959566486035747e+01,1.431835514239643186e-05
1.103459774906210811e+01,1.403472714839137864e-05
1.103959983326386052e+01,1.375671723397986474e-05
1.104460191746561115e+01,1.348421412542633021e-05
1.104960400166736179e+01,1.321710875256654183e-05
1.105460608586911242e+01,1.295529420522645205e-05
1.105960817007086305e+01,1.269866569039446146e-05
1.106461025427261369e+01,1.244712049037888230e-05
1.106961233847436432e+01,1.220055792166085834e-05
1.107461442267611496e+01,1.195887929467454023e-05
1.107961650687786559e+01,1.172198787428269006e-05
1.108461859107961622e+01,1.148978884108298144e-05
1.108962067528136686e+01,1.126218925352562144e-05
1.109462275948311749e+01,1.103909801070712522e-05
1.109962484368486813e+01,1.082042581589814792e-05
1.110462692788661876e+01,1.060608514088268104e-05
1.110962901208836939e+01,1.039599019085746105e-05
1.111463109629012003e+01,1.019005687022000886e-05
1.111963318049187066e+01,9.988202748820284229e-06
1.112463526469362129e+01,9.790347029062339420e-06
1.112963734889537371e+01,9.596410513508234647e-06
1.113463943309712434e+01,9.406315573254664373e-06
1.113964151729887497e+01,9.219986116869804431e-06
1.114464360150062561e+01,9.037347559890385049e-06
1.114964568570237624e+01,8.858326795072145462e-06
1.115464776990412687e+01,8.682852163045983430e-06
1.115964985410587751e+01,8.510853423727481271e-06
1.116465193830762814e+01,8.342261728132126789e-06
1.116965402250937878e+01,8.177009590943917501e-06
1.117465610671112941e+01,8.015030863373739906e-06
1.117965819091288004e+01,7.856260706809780478e-06
1.118466027511463068e+01,7.700635566815660610e-06
1.118966235931638131e+01,7.548093147688783067e-06
1.119466444351813195e+01,7.398572387578905176e-06
1.119966652771988258e+01,7.252013434012382359e-06
1.120466861192163321e+01,7.108357620015270729e-06
1.120967069612338385e+01,6.967547440526188649e-06
1.121467278032513448e+01,6.829526529485318955e-06
1.121967486452688512e+01,6.694239637174525952e-06
1.122467694872863753e+01,6.561632608272249635e-06
1.122967903293038816e+01,6.431652360024297731e-06
1.123468111713213879e+01,6.304246861052131678e-06
1.123968320133388943e+01,6.179365110566825488e-06
1.124468528553564006e+01,6.056957117930749415e-06
1.124968736973739070e+01,5.936973882663564754e-06
1.125468945393914133e+01,5.819367374795935843e-06
1.125969153814089196e+01,5.704090515725512255e-06
1.126469362234264260e+01,5.591097159285407006e-06
1.126969570654439323e+01,5.480342073334253931e-06
1.127469779074614387e+01,5.371780921674673286e-06
1.127969987494789450e+01,5.265370246222866522e-06
1.128470195914964513e+01,5.161067449738431884e-06
1.128970404335139577e+01,5.058830778631450575e-06
1.129470612755314640e+01,4.958619306426381766e-06
1.129970821175489704e+01,4.860392917187316798e-06
1.130471029595664767e+01,4.764112289638688942e-06
1.130971238015839830e+01,4.669738881305285347e-06
1.131471446436014894e+01,4.577234913193173381e-06
1.131971654856190135e+01,4.486563354567207360e-06
1.132471863276365198e+01,4.397687908153535755e-06
1.132972071696540262e+01,4.310572995728456220e-06
1.133472280116715325e+01,4.225183743668647608e-06
1.133972488536890388e+01,4.141485969196833832e-06
1.134472696957065452e+01,4.059446166588820472e-06
1.134972905377240515e+01,3.979031493766882599e-06
1.135473113797415579e+01,3.900209759221561672e-06
1.135973322217590642e+01,3.822949409049369571e-06
1.136473530637765705e+01,3.747219514357524716e-06
1.136973739057940769e+01,3.672989758900513058e-06
1.137473947478115832e+01,3.600230426948458263e-06
1.137974155898290896e+01,3.528912391310034762e-06
1.138474364318465959e+01,3.459007101838329334e-06
1.138974572738641022e+01,3.390486573820794279e-06
1.139474781158816086e+01,3.323323376910103126e-06
1.139974989578991149e+01,3.257490624074321657e-06
1.140475197999166213e+01,3.192961960894802047e-06
1.140975406419341454e+01,3.129711554922031849e-06
1.141475614839516517e+01,3.067714085456474136e-06
1.141975823259691580e+01,3.006944733310090630e-06
1.142476031679866644e+01,2.947379170973540679e-06
1.142976240100041707e+01,2.888993552744744935e-06
1.143476448520216771e+01,2.831764505301758906e-06
1.143976656940391834e+01,2.775669118333600911e-06
1.144476865360566897e+01,2.720684935286987616e-06
1.144977073780741961e+01,2.666789944460789710e-06
1.145477282200917024e+01,2.613962570177763252e-06
1.145977490621092088e+01,2.562181664091500508e-06
1.146477699041267151e+01,2.511426496841106871e-06
1.146977907461442214e+01,2.461676749628605084e-06
1.147478115881617278e+01,2.412912506144060038e-06
1.147978324301792341e+01,2.365114244606614103e-06
1.148478532721967404e+01,2.318262829902106659e-06
1.148978741142142468e+01,2.272339505991149974e-06
1.149478949562317531e+01,2.227325888317199584e-06
1.149979157982492595e+01,2.183203956523715884e-06
1.150479366402667836e+01,2.139956047229274203e-06
1.150979574822842899e+01,2.097564846860633120e-06
1.151479783243017962e+01,2.056013384910793080e-06
1.151979991663193026e+01,2.015285026926605444e-06
1.152480200083368089e+01,1.975363468056601079e-06
1.152980408503543153e+01,1.936232726347686388e-06
1.153480616923718216e+01,1.897877136447512002e-06
1.153980825343893279e+01,1.860281343364800130e-06
1.154481033764068343e+01,1.823430296171712827e-06
1.154981242184243406e+01,1.787309242189172194e-06
1.155481450604418470e+01,1.751903720882408278e-06
1.155981659024593533e+01,1.717199558200821277e-06
1.156481867444768596e+01,1.683182860840570628e-06
1.156982075864943660e+01,1.649840010758296656e-06
1.157482284285118723e+01,1.617157659607570792e-06
1.157982492705293787e+01,1.585122723465115347e-06
1.158482701125468850e+01,1.553722377634292164e-06
1.158982909545643913e+01,1.522944051390640036e-06
1.159483117965819154e+01,1.492775423075132058e-06
1.159983326385994218e+01,1.463204415071528386e-06
1.160483534806169281e+01,1.434219189034857534e-06
1.160983743226344345e+01,1.405808141100584044e-06
1.161483951646519408e+01,1.377959897267633065e-06
1.161984160066694471e+01,1.350663308839372522e-06
1.162484368486869535e+01,1.323907447999816890e-06
